datetime,temp_c,sal_psu,odo_mg_l,depth_m,ph_mean,chlorophyll_rfu,turbidity_fnu
2024-07-11T11:01:14Z,21.37,32.36,6.82,0.676,8.92,-0.13,-0.01
2024-07-11T10:01:13Z,21.369,32.36,6.82,0.676,8.925,-0.14,0.01
2024-07-11T09:01:12Z,21.371,32.36,6.81,0.677,8.93,-0.15,0.02
2024-07-11T08:01:11Z,21.385,32.35,6.81,0.675,8.934999999999999,-0.16,0.03
2024-07-11T07:01:10Z,21.408,32.35,6.8,0.67,8.934999999999999,-0.13,-0.01
2024-07-11T06:01:09Z,21.437,32.35,6.8,0.668,8.945,-0.16,0
2024-07-11T05:01:08Z,21.464,32.35,6.79,0.664,8.945,-0.14,0.02
2024-07-11T04:01:07Z,21.49,32.34,6.78,0.66,8.945,-0.14,0.03
2024-07-11T03:01:06Z,21.514,32.34,6.78,0.657,8.955,-0.15,0.01
2024-07-11T02:01:05Z,21.534,32.33,6.78,0.654,8.955,-0.12,0
2024-07-11T01:01:04Z,21.55,32.33,6.78,0.654,8.965,-0.15,0.03
2024-07-11T00:01:03Z,21.565,32.33,6.77,0.652,8.965,-0.14,-0.01
2024-07-10T23:01:02Z,21.575,32.32,6.77,0.649,8.965,-0.14,0.05
2024-07-10T22:01:01Z,21.582,32.32,6.77,0.647,8.975000000000001,-0.14,0.03
2024-07-10T21:01:00Z,21.585,32.32,6.77,0.644,8.975000000000001,-0.15,0.01
2024-07-10T20:00:59Z,21.585,32.31,6.77,0.64,8.98,-0.16,0.04
2024-07-10T19:00:58Z,21.577,32.31,6.77,0.636,8.985,-0.16,0.02
2024-07-10T18:00:57Z,21.565,32.31,6.77,0.635,8.985,-0.15,0.01
2024-07-10T17:00:56Z,21.547,32.31,6.77,0.636,8.995000000000001,-0.15,0.08
2024-07-10T16:00:55Z,21.517,32.3,6.78,0.638,9,-0.14,0.03
2024-07-10T15:00:54Z,21.485,32.3,6.78,0.64,9,-0.17,-0.01
2024-07-10T14:00:53Z,21.463,32.3,6.78,0.641,9.01,-0.16,0.03
2024-07-10T13:00:52Z,21.442,32.29,6.78,0.641,9.01,-0.15,0.05
2024-07-10T12:00:51Z,21.43,32.29,6.78,0.641,9.02,-0.16,0.03
2024-07-10T11:00:50Z,21.427,32.29,6.78,0.641,9.02,-0.17,0.03
2024-07-10T10:00:49Z,21.431,32.29,6.77,0.636,9.024999999999999,-0.15,0.04
2024-07-10T09:00:48Z,21.441,32.28,6.77,0.631,9.03,-0.17,0.03
2024-07-10T08:00:47Z,21.458,32.28,6.76,0.627,9.03,-0.13,0.06
2024-07-10T07:00:46Z,21.485,32.28,6.75,0.62,9.04,-0.15,0
2024-07-10T06:00:45Z,21.515,32.27,6.75,0.615,9.04,-0.16,0
2024-07-10T05:00:44Z,21.545,32.27,6.74,0.611,9.045000000000002,-0.16,0.05
2024-07-10T04:00:43Z,21.572,32.27,6.73,0.604,9.05,-0.14,0.04
2024-07-10T03:00:42Z,21.593,32.26,6.73,0.597,9.06,-0.14,0.01
2024-07-10T02:00:41Z,21.61,32.26,6.73,0.592,9.07,-0.15,0.07
2024-07-10T01:00:40Z,21.622,32.26,6.72,0.588,9.08,-0.17,0.03
2024-07-10T00:00:39Z,21.628,32.25,6.72,0.585,9.094999999999999,-0.16,0.04
2024-07-09T23:00:38Z,21.63,32.25,6.72,0.58,9.125,-0.14,0.04
2024-07-09T22:00:37Z,21.63,32.25,6.72,0.577,9.17,-0.15,0.03
2024-07-09T21:00:36Z,21.625,32.25,6.72,0.57,9.265,-0.15,0.03
2024-07-09T20:00:35Z,21.61,32.24,6.72,0.568,9.115,-0.16,0.05
2024-07-09T19:00:34Z,21.593,32.24,6.73,0.57,8.975,-0.13,0.06
2024-07-09T18:00:33Z,21.578,32.24,6.73,0.575,8.895,-0.14,0.05
2024-07-09T17:00:32Z,21.561,32.23,6.73,0.579,8.895,-0.15,0.1
2024-07-09T16:00:31Z,21.545,32.23,6.74,0.584,8.899999999999999,-0.13,0.05
2024-07-09T15:00:30Z,21.527,32.23,6.74,0.585,8.905,-0.13,0.05
2024-07-09T14:00:29Z,21.505,32.23,6.74,0.586,8.915,-0.16,0.05
2024-07-09T13:00:28Z,21.488,32.22,6.74,0.59,8.915,-0.13,0.07
2024-07-09T12:00:27Z,21.478,32.22,6.74,0.592,8.920000000000002,-0.14,0.03
2024-07-09T11:00:26Z,21.478,32.22,6.74,0.595,8.925,-0.16,0.05
2024-07-09T10:00:25Z,21.481,32.21,6.74,0.594,8.93,-0.15,0.03
2024-07-09T09:00:24Z,21.484,32.21,6.73,0.594,8.935,-0.15,0.04
2024-07-09T08:00:23Z,21.488,32.21,6.73,0.595,8.940000000000001,-0.14,0.02
2024-07-09T07:00:22Z,21.497,32.2,6.73,0.595,8.940000000000001,-0.15,0.03
2024-07-09T06:00:21Z,21.509,32.2,6.73,0.592,8.95,-0.13,0.07
2024-07-09T05:00:20Z,21.521,32.2,6.72,0.591,8.955,-0.14,0.04
2024-07-09T04:00:19Z,21.531,32.2,6.72,0.587,8.96,-0.14,0.06
2024-07-09T03:00:18Z,21.544,32.19,6.73,0.587,8.965,-0.14,0.07
2024-07-09T02:00:17Z,21.555,32.19,6.72,0.589,8.969999999999999,-0.17,0.04
2024-07-09T01:00:16Z,21.564,32.19,6.72,0.589,8.969999999999999,-0.13,0.05
2024-07-09T00:00:15Z,21.568,32.18,6.73,0.589,8.975,-0.13,0.06
2024-07-08T23:00:14Z,21.573,32.18,6.73,0.59,8.98,-0.18,0.07
2024-07-08T22:00:13Z,21.576,32.18,6.73,0.591,8.989999999999998,-0.16,0.05
2024-07-08T21:00:12Z,21.572,32.17,6.73,0.588,8.989999999999998,-0.15,0.05
2024-07-08T20:00:11Z,21.562,32.17,6.73,0.59,9,-0.14,0.05
2024-07-08T19:00:10Z,21.548,32.17,6.74,0.588,9,-0.15,0.08
2024-07-08T18:00:09Z,21.528,32.17,6.74,0.59,9.010000000000002,-0.15,0.09
2024-07-08T17:00:08Z,21.499,32.17,6.75,0.594,9.010000000000002,-0.15,0.12
2024-07-08T16:00:07Z,21.46,32.24,6.76,0.596,7.95,-0.13,-0.05
2024-07-08T15:00:06Z,21.425,32.23,6.77,0.603,7.95,-0.17,-0.04
2024-07-08T14:00:05Z,21.394,32.23,6.77,0.608,7.95,-0.14,-0.08
2024-07-08T13:00:04Z,21.373,32.23,6.77,0.611,7.945,-0.14,-0.03
2024-07-08T12:00:03Z,21.359,32.23,6.77,0.615,7.9399999999999995,-0.15,-0.06
2024-07-08T11:00:02Z,21.353,32.23,6.77,0.616,7.9350000000000005,-0.15,-0.05
2024-07-08T10:00:01Z,21.351,32.24,6.78,0.615,7.915,-0.14,-0.04
