Year Day	Temperature C	SalinityConst	pHConstSal	Battery Voltage	DateStr	TimeStr
206.8750	21.27	35.00	7.8672	11.66	2024-07-24	21:00:01
206.9167	21.30	35.00	7.9875	11.66	2024-07-24	22:00:01
206.9583	21.32	35.00	8.2389	11.66	2024-07-24	23:00:01
207.0000	21.31	35.00	8.2432	11.66	2024-07-25	00:00:01
207.0417	21.32	35.00	8.2305	11.66	2024-07-25	01:00:01
207.0833	21.34	35.00	8.1986	11.66	2024-07-25	02:00:01
207.1250	21.33	35.00	8.1988	11.66	2024-07-25	03:00:01
207.1667	21.34	35.00	8.1406	11.66	2024-07-25	04:00:01
207.2083	21.32	35.00	8.2271	11.66	2024-07-25	05:00:01
207.2500	21.31	35.00	8.2208	11.66	2024-07-25	06:00:01
207.2917	21.34	35.00	8.1948	11.66	2024-07-25	07:00:01
207.3333	21.33	35.00	8.0665	11.66	2024-07-25	08:00:01
207.3750	21.30	35.00	8.1528	11.66	2024-07-25	09:00:01
207.4167	21.27	35.00	8.1841	11.66	2024-07-25	10:00:01
207.4583	21.25	35.00	8.1799	11.66	2024-07-25	11:00:01
207.5000	21.21	35.00	8.0728	11.66	2024-07-25	12:00:01
207.5417	21.19	35.00	8.1103	11.66	2024-07-25	13:00:01
207.5833	21.18	35.00	7.9448	11.66	2024-07-25	14:00:01
207.6250	21.14	35.00	8.2353	11.66	2024-07-25	15:00:01
207.6667	21.13	35.00	8.1914	11.66	2024-07-25	16:00:01
207.7083	21.11	35.00	8.1803	11.66	2024-07-25	17:00:01
207.7500	21.12	35.00	8.1907	11.66	2024-07-25	18:00:01
207.7917	21.14	35.00	8.1704	11.66	2024-07-25	19:00:01
207.8333	21.15	35.00	8.1329	11.66	2024-07-25	20:00:01
207.8750	21.17	35.00	8.2935	11.66	2024-07-25	21:00:01
207.9167	21.16	35.00	8.1956	11.66	2024-07-25	22:00:01
207.9583	21.19	35.00	8.1284	11.66	2024-07-25	23:00:01
208.0000	21.19	35.00	8.2554	11.66	2024-07-26	00:00:01
208.0417	21.18	35.00	8.2120	11.66	2024-07-26	01:00:01
208.0833	21.20	35.00	8.2174	11.66	2024-07-26	02:00:01
208.1250	21.21	35.00	8.1335	11.66	2024-07-26	03:00:01
208.1667	21.18	35.00	8.2121	11.66	2024-07-26	04:00:01
208.2083	21.18	35.00	8.3166	11.66	2024-07-26	05:00:01
208.2500	21.13	35.00	8.2214	11.66	2024-07-26	06:00:01
208.2917	21.14	35.00	8.0496	11.66	2024-07-26	07:00:01
208.3333	21.12	35.00	7.7063	11.66	2024-07-26	08:00:01
208.3750	21.11	35.00	8.1866	11.66	2024-07-26	09:00:01
208.4167	21.11	35.00	8.0386	11.66	2024-07-26	10:00:01
208.4583	21.10	35.00	8.1551	11.66	2024-07-26	11:00:01
208.5000	21.08	35.00	8.1573	11.66	2024-07-26	12:00:01
208.5417	21.04	35.00	8.1524	11.66	2024-07-26	13:00:01
208.5833	21.02	35.00	8.1491	11.66	2024-07-26	14:00:01
208.6250	20.98	35.00	8.2322	11.66	2024-07-26	15:00:01
208.6667	20.97	35.00	8.1267	11.66	2024-07-26	16:00:01
208.7083	21.02	35.00	8.0223	11.66	2024-07-26	17:00:01
208.7500	21.03	35.00	8.1260	11.66	2024-07-26	18:00:01
208.7917	21.00	35.00	8.1544	11.66	2024-07-26	19:00:01
208.8333	21.01	35.00	8.1688	11.66	2024-07-26	20:00:01
208.8750	21.04	35.00	7.9559	11.66	2024-07-26	21:00:01
208.9167	21.03	35.00	8.0369	11.66	2024-07-26	22:00:01
208.9583	21.06	35.00	7.9929	11.66	2024-07-26	23:00:01
209.0000	21.06	35.00	8.0552	11.66	2024-07-27	00:00:01
209.0417	21.05	35.00	8.2304	11.66	2024-07-27	01:00:01
209.0833	21.05	35.00	8.2111	11.66	2024-07-27	02:00:01
209.1250	21.06	35.00	0.0018	11.66	2024-07-27	03:00:01
209.1667	21.05	35.00	8.1766	11.66	2024-07-27	04:00:01
209.2083	21.02	35.00	8.1017	11.66	2024-07-27	05:00:01
209.2500	21.00	35.00	8.2007	11.66	2024-07-27	06:00:01
209.2917	21.01	35.00	8.1985	11.66	2024-07-27	07:00:01
209.3333	21.02	35.00	8.2746	11.66	2024-07-27	08:00:01
209.3750	21.02	35.00	8.1493	11.66	2024-07-27	09:00:01
209.4167	20.98	35.00	7.9826	11.66	2024-07-27	10:00:01
209.4583	20.98	35.00	8.1214	11.66	2024-07-27	11:00:01
209.5000	20.98	35.00	7.9992	11.66	2024-07-27	12:00:01
209.5417	20.97	35.00	8.1748	11.66	2024-07-27	13:00:01
209.5833	20.95	35.00	8.1954	11.66	2024-07-27	14:00:01
209.6250	20.96	35.00	8.2271	11.66	2024-07-27	15:00:01
209.6667	20.95	35.00	8.2108	11.66	2024-07-27	16:00:01
209.7083	20.96	35.00	8.0256	11.66	2024-07-27	17:00:01
209.7500	20.96	35.00	8.2993	11.66	2024-07-27	18:00:01
209.7917	20.95	35.00	8.1622	11.66	2024-07-27	19:00:01
209.8333	20.94	35.00	8.1862	11.66	2024-07-27	20:00:01
209.8750	20.93	35.00	8.1372	11.66	2024-07-27	21:00:01
209.9167	20.92	35.00	8.2301	11.66	2024-07-27	22:00:01
209.9583	20.92	35.00	8.1101	11.66	2024-07-27	23:00:01
210.0000	20.93	35.00	8.2969	11.66	2024-07-28	00:00:01
210.0417	20.92	35.00	8.2094	11.66	2024-07-28	01:00:01
210.0833	20.93	35.00	8.1268	11.66	2024-07-28	02:00:01
210.1250	20.92	35.00	8.3128	11.66	2024-07-28	03:00:01
210.1667	20.93	35.00	8.0229	11.66	2024-07-28	04:00:01
210.2083	20.89	35.00	8.1621	11.66	2024-07-28	05:00:01
210.2500	20.90	35.00	8.0463	11.66	2024-07-28	06:00:01
210.2917	20.87	35.00	8.1611	11.66	2024-07-28	07:00:01
210.3333	20.89	35.00	8.0887	11.66	2024-07-28	08:00:01
210.3750	20.89	35.00	8.1938	11.66	2024-07-28	09:00:01
210.4167	20.89	35.00	8.0283	11.66	2024-07-28	10:00:01
210.4583	20.90	35.00	8.0400	11.66	2024-07-28	11:00:01
210.5000	20.91	35.00	8.0900	11.66	2024-07-28	12:00:01
210.5417	20.92	35.00	8.1762	11.66	2024-07-28	13:00:01
210.5833	20.89	35.00	7.7402	11.66	2024-07-28	14:00:01
210.6250	20.91	35.00	8.2143	11.66	2024-07-28	15:00:01
210.6667	20.92	35.00	8.0621	11.66	2024-07-28	16:00:01
210.7083	20.92	35.00	8.1931	11.66	2024-07-28	17:00:01
210.7500	20.94	35.00	8.1896	11.66	2024-07-28	18:00:01
210.7917	20.96	35.00	7.8841	11.66	2024-07-28	19:00:01
210.8333	20.97	35.00	8.2536	11.66	2024-07-28	20:00:01
210.8750	20.95	35.00	8.1757	11.66	2024-07-28	21:00:01
210.9167	20.96	35.00	8.1494	11.66	2024-07-28	22:00:01
210.9583	20.96	35.00	8.2166	11.66	2024-07-28	23:00:01
211.0000	20.96	35.00	8.1770	11.66	2024-07-29	00:00:01
211.0417	20.95	35.00	8.0774	11.66	2024-07-29	01:00:01
211.0833	20.93	35.00	8.1035	11.66	2024-07-29	02:00:01
211.1250	20.91	35.00	8.2699	11.66	2024-07-29	03:00:01
211.1667	20.91	35.00	8.1631	11.66	2024-07-29	04:00:01
211.2083	20.88	35.00	8.2522	11.66	2024-07-29	05:00:01
211.2500	20.89	35.00	8.1756	11.66	2024-07-29	06:00:01
211.2917	20.90	35.00	8.1564	11.66	2024-07-29	07:00:01
211.3333	20.90	35.00	8.1747	11.66	2024-07-29	08:00:01
211.3750	20.90	35.00	8.1042	11.66	2024-07-29	09:00:01
211.4167	20.92	35.00	8.0813	11.66	2024-07-29	10:00:01
211.4583	20.93	35.00	8.0012	11.66	2024-07-29	11:00:01
211.5000	20.93	35.00	8.1372	11.66	2024-07-29	12:00:01
211.5417	20.97	35.00	8.1485	11.66	2024-07-29	13:00:01
211.5833	20.96	35.00	8.0482	11.66	2024-07-29	14:00:01
211.6250	20.98	35.00	8.1705	11.66	2024-07-29	15:00:01
211.6667	21.00	35.00	8.1712	11.66	2024-07-29	16:00:01
211.7083	21.01	35.00	8.1522	11.66	2024-07-29	17:00:01
211.7500	21.01	35.00	8.1681	11.66	2024-07-29	18:00:01
211.7917	21.01	35.00	8.2074	11.66	2024-07-29	19:00:01
211.8333	21.03	35.00	7.4783	11.66	2024-07-29	20:00:01
211.8750	21.03	35.00	8.1421	11.66	2024-07-29	21:00:01
211.9167	21.03	35.00	7.9943	11.66	2024-07-29	22:00:01
211.9583	21.05	35.00	8.1662	11.66	2024-07-29	23:00:01
212.0000	21.06	35.00	8.1882	11.66	2024-07-30	00:00:01
212.0417	21.05	35.00	8.1533	11.66	2024-07-30	01:00:01
212.0833	21.06	35.00	8.1604	11.66	2024-07-30	02:00:01
212.1250	21.05	35.00	8.1377	11.66	2024-07-30	03:00:01
212.1667	21.06	35.00	8.1620	11.66	2024-07-30	04:00:01
212.2083	21.08	35.00	8.1143	11.66	2024-07-30	05:00:01
212.2500	21.10	35.00	8.1669	11.66	2024-07-30	06:00:01
212.2917	21.09	35.00	8.0791	11.66	2024-07-30	07:00:01
212.3333	21.12	35.00	8.0345	11.66	2024-07-30	08:00:01
212.3750	21.15	35.00	8.1691	11.66	2024-07-30	09:00:01
212.4167	21.15	35.00	7.9675	11.66	2024-07-30	10:00:01
212.4583	21.18	35.00	8.2454	11.66	2024-07-30	11:00:01
212.5000	21.18	35.00	8.1490	11.66	2024-07-30	12:00:01
212.5417	21.18	35.00	8.0809	11.66	2024-07-30	13:00:01
212.5833	21.18	35.00	8.1206	11.66	2024-07-30	14:00:01
212.6250	21.21	35.00	8.1567	11.66	2024-07-30	15:00:01
212.6667	21.21	35.00	8.1954	11.66	2024-07-30	16:00:01
212.7083	21.24	35.00	8.1366	11.66	2024-07-30	17:00:01
212.7500	21.26	35.00	7.9950	11.66	2024-07-30	18:00:01
212.7917	21.28	35.00	8.3384	11.66	2024-07-30	19:00:01
212.8333	21.26	35.00	8.1803	11.66	2024-07-30	20:00:01
212.8750	21.27	35.00	8.1310	11.66	2024-07-30	21:00:01
212.9167	21.29	35.00	8.0273	11.66	2024-07-30	22:00:01
212.9583	21.28	35.00	8.1946	11.66	2024-07-30	23:00:01
213.0000	21.29	35.00	8.2275	11.66	2024-07-31	00:00:01
213.0417	21.32	35.00	8.1875	11.66	2024-07-31	01:00:01
213.0833	21.31	35.00	8.1336	11.66	2024-07-31	02:00:01
213.1250	21.33	35.00	8.0750	11.66	2024-07-31	03:00:01
213.1667	21.34	35.00	8.1428	11.66	2024-07-31	04:00:01
213.2083	21.32	35.00	8.0847	11.66	2024-07-31	05:00:01
213.2500	21.35	35.00	8.1990	11.66	2024-07-31	06:00:01
213.2917	21.35	35.00	8.1844	11.66	2024-07-31	07:00:01
213.3333	21.37	35.00	8.1806	11.66	2024-07-31	08:00:01
213.3750	21.36	35.00	8.1674	11.66	2024-07-31	09:00:01
213.4167	21.37	35.00	8.1789	11.66	2024-07-31	10:00:01
213.4583	21.35	35.00	7.9879	11.66	2024-07-31	11:00:01
213.5000	21.38	35.00	8.0649	11.66	2024-07-31	12:00:01
213.5417	21.39	35.00	8.0516	11.66	2024-07-31	13:00:01
213.5833	21.37	35.00	8.0740	11.66	2024-07-31	14:00:01
213.6250	21.35	35.00	8.2397	11.66	2024-07-31	15:00:01
213.6667	21.37	35.00	8.0228	11.66	2024-07-31	16:00:01
213.7083	20.23	35.00	0.0058	11.66	2024-07-31	17:00:01
