Year Day	Temperature C	SalinityConst	pHConstSal	Battery Voltage	DateStr	TimeStr
198.5000	21.45	35.00	8.3235	11.54	2024-07-16	12:00:02
198.5417	21.43	35.00	8.4717	11.54	2024-07-16	13:00:02
198.5834	21.38	35.00	8.3976	11.54	2024-07-16	14:00:02
198.6250	21.35	35.00	8.4219	11.54	2024-07-16	15:00:02
198.6667	21.36	35.00	0.0020	11.54	2024-07-16	16:00:02
198.7084	21.37	35.00	8.4036	11.56	2024-07-16	17:00:02
198.7500	21.37	35.00	8.4349	11.56	2024-07-16	18:00:02
198.7917	21.35	35.00	8.3897	11.56	2024-07-16	19:00:02
198.8334	21.35	35.00	8.3510	11.56	2024-07-16	20:00:02
198.8750	21.38	35.00	8.6200	11.66	2024-07-16	21:00:01
198.9167	21.41	35.00	8.4138	11.66	2024-07-16	22:00:02
198.9584	21.44	35.00	8.3490	11.66	2024-07-16	23:00:02
199.0000	21.46	35.00	8.4218	11.66	2024-07-17	00:00:02
199.0417	21.52	35.00	8.6356	11.66	2024-07-17	01:00:02
199.0834	21.55	35.00	8.3117	11.66	2024-07-17	02:00:02
199.1250	21.57	35.00	8.4395	11.66	2024-07-17	03:00:02
199.1667	21.58	35.00	8.3284	11.66	2024-07-17	04:00:02
199.2084	21.61	35.00	8.3827	11.66	2024-07-17	05:00:02
199.2500	21.61	35.00	0.0021	11.66	2024-07-17	06:00:02
199.2917	21.62	35.00	8.4142	11.66	2024-07-17	07:00:02
199.3334	21.63	35.00	8.2938	11.66	2024-07-17	08:00:02
199.3750	21.64	35.00	8.1558	11.66	2024-07-17	09:00:02
199.4167	21.64	35.00	0.0020	11.66	2024-07-17	10:00:02
199.4584	21.64	35.00	8.3723	11.66	2024-07-17	11:00:02
199.5000	21.63	35.00	8.3308	11.66	2024-07-17	12:00:02
199.5417	21.64	35.00	8.2794	11.66	2024-07-17	13:00:02
199.5834	21.63	35.00	8.3572	11.66	2024-07-17	14:00:02
199.6250	21.62	35.00	8.3019	11.66	2024-07-17	15:00:02
199.6667	21.65	35.00	8.3229	11.66	2024-07-17	16:00:02
199.7084	21.65	35.00	8.3456	11.66	2024-07-17	17:00:02
199.7500	21.66	35.00	8.3842	11.66	2024-07-17	18:00:02
199.7917	21.69	35.00	8.3470	11.66	2024-07-17	19:00:02
199.8334	21.69	35.00	8.3241	11.68	2024-07-17	20:00:02
199.8750	21.72	35.00	8.3646	11.68	2024-07-17	21:00:02
199.9167	21.75	35.00	8.1851	11.68	2024-07-17	22:00:02
199.9584	21.78	35.00	8.2855	11.68	2024-07-17	23:00:02
200.0000	21.81	35.00	8.3476	11.68	2024-07-18	00:00:02
200.0417	21.82	35.00	8.4232	11.68	2024-07-18	01:00:02
200.0834	21.85	35.00	8.3078	11.68	2024-07-18	02:00:02
200.1250	21.86	35.00	8.3805	11.68	2024-07-18	03:00:02
200.1667	21.87	35.00	8.3275	11.68	2024-07-18	04:00:02
200.2084	21.90	35.00	8.4144	11.68	2024-07-18	05:00:02
200.2500	21.90	35.00	8.1861	11.68	2024-07-18	06:00:02
200.2917	21.89	35.00	8.2030	11.68	2024-07-18	07:00:02
200.3334	21.89	35.00	8.2930	11.68	2024-07-18	08:00:02
200.3750	21.90	35.00	8.3411	11.68	2024-07-18	09:00:02
200.4167	21.87	35.00	8.3730	11.68	2024-07-18	10:00:02
200.4584	21.86	35.00	8.1941	11.68	2024-07-18	11:00:02
200.5000	21.86	35.00	8.3516	11.68	2024-07-18	12:00:02
200.5417	21.84	35.00	8.3016	11.68	2024-07-18	13:00:02
200.5834	21.86	35.00	8.4047	11.68	2024-07-18	14:00:02
200.6250	21.86	35.00	8.3721	11.68	2024-07-18	15:00:02
200.6667	21.85	35.00	8.3733	11.68	2024-07-18	16:00:02
200.7084	21.86	35.00	8.0140	11.68	2024-07-18	17:00:02
200.7500	21.90	35.00	8.3199	11.67	2024-07-18	18:00:02
200.7917	21.89	35.00	8.2669	11.67	2024-07-18	19:00:02
200.8334	21.90	35.00	8.2425	11.67	2024-07-18	20:00:02
200.8750	21.91	35.00	0.0020	11.67	2024-07-18	21:00:02
200.9167	21.95	35.00	8.3281	11.67	2024-07-18	22:00:02
200.9584	21.95	35.00	8.2374	11.67	2024-07-18	23:00:02
201.0000	21.96	35.00	8.4157	11.67	2024-07-19	00:00:02
201.0417	21.98	35.00	8.2457	11.67	2024-07-19	01:00:02
201.0834	22.01	35.00	8.3251	11.67	2024-07-19	02:00:02
201.1250	21.99	35.00	8.1993	11.67	2024-07-19	03:00:02
201.1667	22.00	35.00	8.2798	11.67	2024-07-19	04:00:02
201.2084	22.00	35.00	8.2462	11.67	2024-07-19	05:00:02
201.2500	21.98	35.00	8.3153	11.67	2024-07-19	06:00:02
201.2917	21.99	35.00	8.3060	11.67	2024-07-19	07:00:02
201.3334	21.96	35.00	8.2553	11.67	2024-07-19	08:00:02
201.3750	21.95	35.00	8.1740	11.67	2024-07-19	09:00:02
201.4167	21.95	35.00	8.0569	11.67	2024-07-19	10:00:02
201.4584	21.92	35.00	8.2641	11.67	2024-07-19	11:00:02
201.5000	21.87	35.00	8.3026	11.67	2024-07-19	12:00:02
201.5417	21.88	35.00	8.1633	11.67	2024-07-19	13:00:02
201.5834	21.84	35.00	8.2653	11.67	2024-07-19	14:00:02
201.6250	21.81	35.00	8.2738	11.67	2024-07-19	15:00:02
201.6667	21.81	35.00	8.2109	11.67	2024-07-19	16:00:02
201.7084	21.80	35.00	8.3046	11.67	2024-07-19	17:00:02
201.7500	21.81	35.00	8.3302	11.67	2024-07-19	18:00:02
201.7917	21.85	35.00	8.1605	11.67	2024-07-19	19:00:02
201.8334	21.81	35.00	8.0935	11.67	2024-07-19	20:00:02
201.8750	21.85	35.00	8.2206	11.67	2024-07-19	21:00:02
201.9167	21.87	35.00	8.2801	11.67	2024-07-19	22:00:02
201.9584	21.86	35.00	8.2275	11.67	2024-07-19	23:00:02
202.0000	21.89	35.00	8.1684	11.67	2024-07-20	00:00:02
202.0417	21.90	35.00	8.2904	11.67	2024-07-20	01:00:02
202.0834	21.91	35.00	8.1161	11.67	2024-07-20	02:00:02
202.1250	21.96	35.00	8.1453	11.67	2024-07-20	03:00:02
202.1667	21.96	35.00	8.1828	11.67	2024-07-20	04:00:02
202.2084	21.95	35.00	8.1496	11.67	2024-07-20	05:00:02
202.2500	21.99	35.00	8.2909	11.67	2024-07-20	06:00:02
202.2917	21.98	35.00	8.2576	11.67	2024-07-20	07:00:02
202.3334	21.95	35.00	8.2046	11.67	2024-07-20	08:00:02
202.3750	21.96	35.00	8.1315	11.67	2024-07-20	09:00:02
202.4167	21.96	35.00	8.1596	11.67	2024-07-20	10:00:02
202.4584	21.95	35.00	8.1864	11.67	2024-07-20	11:00:02
202.5000	21.93	35.00	8.3917	11.67	2024-07-20	12:00:02
202.5417	21.92	35.00	8.1534	11.67	2024-07-20	13:00:02
202.5834	21.90	35.00	8.2443	11.67	2024-07-20	14:00:02
202.6250	21.88	35.00	8.2756	11.67	2024-07-20	15:00:02
202.6667	21.85	35.00	8.2026	11.67	2024-07-20	16:00:02
202.7084	21.88	35.00	8.0845	11.67	2024-07-20	17:00:02
202.7500	21.90	35.00	8.0962	11.67	2024-07-20	18:00:02
202.7917	21.90	35.00	8.1798	11.67	2024-07-20	19:00:02
202.8334	21.91	35.00	8.2273	11.67	2024-07-20	20:00:02
202.8750	21.93	35.00	8.2621	11.67	2024-07-20	21:00:02
202.9167	21.96	35.00	8.2711	11.67	2024-07-20	22:00:02
202.9584	21.95	35.00	8.2826	11.67	2024-07-20	23:00:02
203.0000	22.01	35.00	8.2191	11.67	2024-07-21	00:00:02
203.0417	22.00	35.00	8.2274	11.67	2024-07-21	01:00:02
203.0834	22.03	35.00	8.2450	11.67	2024-07-21	02:00:02
203.1250	22.03	35.00	8.1745	11.67	2024-07-21	03:00:02
203.1667	22.08	35.00	8.2274	11.67	2024-07-21	04:00:02
203.2084	22.06	35.00	8.1795	11.67	2024-07-21	05:00:02
203.2500	22.08	35.00	8.0839	11.67	2024-07-21	06:00:02
203.2917	22.06	35.00	8.2197	11.67	2024-07-21	07:00:02
203.3334	22.08	35.00	8.1558	11.67	2024-07-21	08:00:02
203.3750	22.07	35.00	8.2441	11.67	2024-07-21	09:00:02
203.4167	22.05	35.00	8.2336	11.67	2024-07-21	10:00:02
203.4584	22.03	35.00	8.2822	11.67	2024-07-21	11:00:02
203.5000	22.01	35.00	8.1907	11.67	2024-07-21	12:00:02
203.5417	21.99	35.00	8.1769	11.67	2024-07-21	13:00:02
203.5834	21.97	35.00	8.1999	11.67	2024-07-21	14:00:02
203.6250	21.96	35.00	8.2210	11.67	2024-07-21	15:00:02
203.6667	21.91	35.00	8.1716	11.67	2024-07-21	16:00:02
203.7084	21.90	35.00	8.3228	11.67	2024-07-21	17:00:02
203.7500	21.90	35.00	8.0391	11.67	2024-07-21	18:00:02
203.7917	21.91	35.00	8.2580	11.67	2024-07-21	19:00:02
203.8334	21.90	35.00	8.2289	11.67	2024-07-21	20:00:02
203.8750	21.91	35.00	8.0586	11.67	2024-07-21	21:00:02
203.9167	21.90	35.00	8.2121	11.67	2024-07-21	22:00:02
203.9584	21.90	35.00	8.2018	11.67	2024-07-21	23:00:02
204.0000	21.91	35.00	8.2010	11.67	2024-07-22	00:00:02
204.0417	21.92	35.00	8.2013	11.67	2024-07-22	01:00:02
204.0834	21.95	35.00	8.1052	11.67	2024-07-22	02:00:02
204.1250	21.95	35.00	8.0721	11.67	2024-07-22	03:00:02
204.1667	21.98	35.00	8.1422	11.67	2024-07-22	04:00:02
204.2084	21.96	35.00	8.2623	11.67	2024-07-22	05:00:02
204.2500	21.96	35.00	8.1147	11.67	2024-07-22	06:00:02
204.2917	21.93	35.00	8.0151	11.67	2024-07-22	07:00:02
204.3334	21.95	35.00	8.0861	11.67	2024-07-22	08:00:02
204.3750	21.91	35.00	8.3211	11.67	2024-07-22	09:00:02
204.4167	21.86	35.00	8.1657	11.67	2024-07-22	10:00:02
204.4584	21.86	35.00	8.2027	11.67	2024-07-22	11:00:02
204.5000	21.83	35.00	8.2718	11.67	2024-07-22	12:00:02
204.5417	21.78	35.00	8.0731	11.67	2024-07-22	13:00:02
204.5834	21.76	35.00	8.0498	11.67	2024-07-22	14:00:02
204.6250	21.74	35.00	8.2281	11.67	2024-07-22	15:00:02
204.6667	21.71	35.00	8.2426	11.67	2024-07-22	16:00:02
204.7084	21.71	35.00	8.1176	11.67	2024-07-22	17:00:02
204.7500	21.70	35.00	8.2688	11.67	2024-07-22	18:00:02
204.7917	21.71	35.00	8.0206	11.67	2024-07-22	19:00:02
204.8334	21.70	35.00	8.1946	11.67	2024-07-22	20:00:02
204.8750	21.71	35.00	8.2154	11.67	2024-07-22	21:00:02
204.9167	21.71	35.00	8.1945	11.67	2024-07-22	22:00:02
204.9584	21.73	35.00	8.1689	11.67	2024-07-22	23:00:02
205.0000	21.75	35.00	8.1742	11.67	2024-07-23	00:00:02
205.0417	21.73	35.00	8.1015	11.67	2024-07-23	01:00:02
