FrameSync,DateTime (UTC-07:00),Temperature (Celsius),Conductivity (uS/cm),Pressure (Decibar),Oxygen (mg/L),pH (pH),Chlorophyll (ug/l),Turbidity (NTU),Chlorophyll StdDev (ug/l),Turbidity StdDev (NTU),Salinity (psu),Sound Velocity (m/sec),Spec Conductivity (uS/cm),Oxygen Sat (%),Date,Time (UTC-07:00),Sample Number,Event Flags
HCEP03730715,07/20/2024 12:00:00,  21.9044,  46878.6,    0.779,  6.195,8.30,7.008,2179.905,0.02,4.31,  32.6584, 1524.047,  49972.5,    85.52, 20 Jul 2024, 12:00:00, 839, 0
HCEP03730715,07/20/2024 13:00:00,  21.9293,  46905.5,    0.776,  6.195,8.30,6.975,2175.167,0.01,4.54,  32.6606, 1524.115,  49974.6,    85.56, 20 Jul 2024, 13:00:00, 840, 0
HCEP03730715,07/20/2024 14:00:00,  21.9531,  46931.6,    0.773,  6.192,8.30,7.000,2177.854,0.02,5.17,  32.6630, 1524.181,  49977.1,    85.55, 20 Jul 2024, 14:00:00, 841, 0
HCEP03730715,07/20/2024 15:00:00,  21.9609,  46941.6,    0.767,  6.182,8.30,6.965,2175.839,0.02,4.76,  32.6650, 1524.203,  49979.5,    85.43, 20 Jul 2024, 15:00:00, 842, 0
HCEP03730715,07/20/2024 16:00:00,  21.9874,  46970.7,    0.763,  6.186,8.29,6.987,2174.208,0.01,5.87,  32.6676, 1524.276,  49982.2,    85.52, 20 Jul 2024, 16:00:00, 843, 0
HCEP03730715,07/20/2024 17:00:00,  22.0128,  46998.5,    0.756,  6.181,8.29,6.964,2175.023,0.01,4.67,  32.6701, 1524.346,  49984.8,    85.50, 20 Jul 2024, 17:00:00, 844, 0
HCEP03730715,07/20/2024 18:00:00,  22.0340,  47021.6,    0.750,  6.186,8.29,6.981,2176.075,0.02,4.97,  32.6721, 1524.404,  49986.8,    85.59, 20 Jul 2024, 18:00:00, 845, 0
HCEP03730715,07/20/2024 19:00:00,  22.0495,  47039.7,    0.748,  6.175,8.29,6.947,2171.651,0.01,5.42,  32.6745, 1524.448,  49989.6,    85.47, 20 Jul 2024, 19:00:00, 846, 0
HCEP03730715,07/20/2024 20:00:00,  22.0598,  47053.0,    0.747,  6.160,8.29,6.965,2169.060,0.02,6.06,  32.6771, 1524.477,  49992.8,    85.28, 20 Jul 2024, 20:00:00, 847, 0
HCEP03730715,07/20/2024 21:00:00,  22.0687,  47065.0,    0.746,  6.163,8.29,6.941,2170.401,0.02,6.37,  32.6798, 1524.504,  49996.1,    85.34, 20 Jul 2024, 21:00:00, 848, 0
HCEP03730715,07/20/2024 22:00:00,  22.0754,  47074.5,    0.746,  6.167,8.29,6.951,2166.345,0.02,7.34,  32.6820, 1524.524,  49999.0,    85.40, 20 Jul 2024, 22:00:00, 849, 0
HCEP03730715,07/20/2024 23:00:00,  22.0784,  47080.3,    0.744,  6.156,8.29,6.929,2165.239,0.02,5.72,  32.6844, 1524.534,  50002.1,    85.26, 20 Jul 2024, 23:00:00, 850, 0
HCEP03730715,07/21/2024 00:00:00,  22.0789,  47084.5,    0.745,  6.167,8.29,6.948,2165.656,0.01,6.18,  32.6872, 1524.539,  50006.0,    85.41, 21 Jul 2024, 00:00:00, 851, 0
HCEP03730715,07/21/2024 01:00:00,  22.0770,  47085.9,    0.742,  6.163,8.29,6.925,2168.353,0.02,5.00,  32.6898, 1524.537,  50009.5,    85.35, 21 Jul 2024, 01:00:00, 852, 0
HCEP03730715,07/21/2024 02:00:00,  22.0700,  47083.0,    0.741,  6.152,8.28,6.935,2164.424,0.01,6.06,  32.6928, 1524.522,  50013.9,    85.20, 21 Jul 2024, 02:00:00, 853, 0
HCEP03730715,07/21/2024 03:00:00,  22.0582,  47075.4,    0.739,  6.162,8.28,6.921,2168.281,0.01,5.23,  32.6957, 1524.494,  50018.3,    85.32, 21 Jul 2024, 03:00:00, 854, 0
HCEP03730715,07/21/2024 04:00:00,  22.0433,  47064.6,    0.740,  6.146,8.28,6.935,2165.708,0.02,4.67,  32.6985, 1524.458,  50022.6,    85.07, 21 Jul 2024, 04:00:00, 855, 0
HCEP03730715,07/21/2024 05:00:00,  22.0238,  47049.6,    0.752,  6.168,8.28,6.918,2167.917,0.01,3.87,  32.7016, 1524.409,  50027.4,    85.35, 21 Jul 2024, 05:00:00, 856, 0
HCEP03730715,07/21/2024 06:00:00,  22.0012,  47031.8,    0.762,  6.196,8.28,6.926,2166.776,0.02,4.31,  32.7048, 1524.354,  50032.5,    85.71, 21 Jul 2024, 06:00:00, 857, 0
HCEP03730715,07/21/2024 07:00:00,  21.9784,  47014.1,    0.754,  6.197,8.28,6.905,2167.120,0.02,4.31,  32.7082, 1524.297,  50037.9,    85.69, 21 Jul 2024, 07:00:00, 858, 0
HCEP03730715,07/21/2024 08:00:00,  21.9583,  46997.9,    0.757,  6.181,8.28,6.930,2167.211,0.02,4.70,  32.7108, 1524.247,  50042.1,    85.44, 21 Jul 2024, 08:00:00, 859, 0
HCEP03730715,07/21/2024 09:00:00,  21.9415,  46985.6,    0.754,  6.201,8.28,6.924,2170.290,0.02,4.10,  32.7139, 1524.206,  50047.0,    85.68, 21 Jul 2024, 09:00:00, 860, 0
HCEP03730715,07/21/2024 10:00:00,  21.9285,  46977.2,    0.759,  6.204,8.28,6.938,2168.715,0.02,4.54,  32.7171, 1524.175,  50051.9,    85.71, 21 Jul 2024, 10:00:00, 861, 0
HCEP03730715,07/21/2024 11:00:00,  21.9197,  46972.1,    0.761,  6.223,8.28,6.914,2170.452,0.01,3.02,  32.7198, 1524.155,  50055.8,    85.96, 21 Jul 2024, 11:00:00, 862, 0
HCEP03730715,07/21/2024 12:00:00,  21.9140,  46970.1,    0.765,  6.212,8.28,6.935,2170.109,0.02,3.80,  32.7225, 1524.143,  50059.7,    85.80, 21 Jul 2024, 12:00:00, 863, 0
HCEP03730715,07/21/2024 13:00:00,  21.9069,  46967.0,    0.753,  6.216,8.28,6.911,2168.514,0.02,3.34,  32.7255, 1524.127,  50064.0,    85.85, 21 Jul 2024, 13:00:00, 864, 0
HCEP03730715,07/21/2024 14:00:00,  21.9043,  46968.0,    0.756,  6.213,8.28,6.929,2169.221,0.02,3.84,  32.7282, 1524.123,  50067.9,    85.80, 21 Jul 2024, 14:00:00, 865, 0
HCEP03730715,07/21/2024 15:00:00,  21.9097,  46976.2,    0.755,  6.219,8.28,6.903,2168.081,0.02,4.24,  32.7306, 1524.140,  50070.9,    85.90, 21 Jul 2024, 15:00:00, 866, 0
HCEP03730715,07/21/2024 16:00:00,  21.9211,  46990.8,    0.758,  6.228,8.28,6.919,2165.745,0.02,4.85,  32.7334, 1524.173,  50074.3,    86.04, 21 Jul 2024, 16:00:00, 867, 0
HCEP03730715,07/21/2024 17:00:00,  21.9335,  47006.6,    0.753,  6.215,8.28,6.886,2163.047,0.02,4.20,  32.7363, 1524.209,  50077.9,    85.88, 21 Jul 2024, 17:00:00, 868, 0
HCEP03730715,07/21/2024 18:00:00,  21.9454,  47020.9,    0.750,  6.212,8.28,6.911,2163.518,0.02,4.34,  32.7384, 1524.243,  50080.4,    85.86, 21 Jul 2024, 18:00:00, 869, 0
HCEP03730715,07/21/2024 19:00:00,  21.9577,  47035.8,    0.750,  6.219,8.28,6.881,2160.225,0.02,4.54,  32.7408, 1524.278,  50083.2,    85.97, 21 Jul 2024, 19:00:00, 870, 0
HCEP03730715,07/21/2024 20:00:00,  21.9701,  47051.2,    0.752,  6.209,8.27,6.906,2164.984,0.02,4.79,  32.7434, 1524.314,  50086.3,    85.86, 21 Jul 2024, 20:00:00, 871, 0
HCEP03730715,07/21/2024 21:00:00,  21.9772,  47061.7,    0.756,  6.215,8.27,6.881,2163.718,0.02,4.88,  32.7461, 1524.336,  50089.8,    85.96, 21 Jul 2024, 21:00:00, 872, 0
HCEP03730715,07/21/2024 22:00:00,  21.9778,  47065.6,    0.757,  6.205,8.27,6.896,2161.111,0.02,4.31,  32.7488, 1524.340,  50093.5,    85.81, 21 Jul 2024, 22:00:00, 873, 0
HCEP03730715,07/21/2024 23:00:00,  21.9728,  47064.1,    0.756,  6.205,8.27,6.873,2163.193,0.02,5.51,  32.7514, 1524.330,  50097.1,    85.81, 21 Jul 2024, 23:00:00, 874, 0
HCEP03730715,07/22/2024 00:00:00,  21.9633,  47058.6,    0.760,  6.213,8.27,6.889,2161.167,0.02,5.06,  32.7543, 1524.308,  50101.5,    85.91, 22 Jul 2024, 00:00:00, 875, 0
HCEP03730715,07/22/2024 01:00:00,  21.9483,  47047.9,    0.761,  6.227,8.27,6.864,2162.522,0.02,4.06,  32.7573, 1524.272,  50106.1,    86.07, 22 Jul 2024, 01:00:00, 876, 0
HCEP03730715,07/22/2024 02:00:00,  21.9258,  47030.2,    0.762,  6.216,8.27,6.884,2160.605,0.02,4.57,  32.7605, 1524.216,  50111.2,    85.89, 22 Jul 2024, 02:00:00, 877, 0
HCEP03730715,07/22/2024 03:00:00,  21.9004,  47009.6,    0.761,  6.230,8.27,6.865,2160.478,0.02,3.80,  32.7637, 1524.152,  50116.4,    86.05, 22 Jul 2024, 03:00:00, 878, 0
HCEP03730715,07/22/2024 04:00:00,  21.8718,  46986.8,    0.761,  6.219,8.27,6.880,2162.631,0.02,4.41,  32.7675, 1524.080,  50122.6,    85.86, 22 Jul 2024, 04:00:00, 879, 0
HCEP03730715,07/22/2024 05:00:00,  21.8418,  46961.5,    0.761,  6.230,8.27,6.867,2163.752,0.02,3.56,  32.7705, 1524.004,  50127.8,    85.96, 22 Jul 2024, 05:00:00, 880, 0
HCEP03730715,07/22/2024 06:00:00,  21.8102,  46935.2,    0.764,  6.229,8.27,6.884,2164.078,0.01,3.30,  32.7739, 1523.924,  50133.5,    85.90, 22 Jul 2024, 06:00:00, 881, 0
HCEP03730715,07/22/2024 07:00:00,  21.7782,  46909.0,    0.763,  6.248,8.27,6.859,2164.259,0.01,2.92,  32.7777, 1523.843,  50139.8,    86.12, 22 Jul 2024, 07:00:00, 882, 0
HCEP03730715,07/22/2024 08:00:00,  21.7511,  46887.0,    0.764,  6.249,8.27,6.880,2164.530,0.02,2.66,  32.7810, 1523.775,  50145.4,    86.10, 22 Jul 2024, 08:00:00, 883, 0
HCEP03730715,07/22/2024 09:00:00,  21.7309,  46871.8,    0.765,  6.257,8.27,6.864,2165.164,0.01,1.72,  32.7845, 1523.725,  50150.8,    86.17, 22 Jul 2024, 09:00:00, 884, 0
HCEP03730715,07/22/2024 10:00:00,  21.7205,  46865.7,    0.765,  6.255,8.27,6.884,2165.327,0.01,2.30,  32.7876, 1523.701,  50155.4,    86.12, 22 Jul 2024, 10:00:00, 885, 0
HCEP03730715,07/22/2024 11:00:00,  21.7157,  46865.0,    0.767,  6.261,8.27,6.863,2161.797,0.01,1.08,  32.7907, 1523.691,  50159.8,    86.20, 22 Jul 2024, 11:00:00, 886, 0
HCEP03730715,07/22/2024 12:00:00,  21.7136,  46867.1,    0.767,  6.254,8.27,6.886,2163.644,0.01,3.07,  32.7939, 1523.690,  50164.3,    86.11, 22 Jul 2024, 12:00:00, 887, 0
HCEP03730715,07/22/2024 13:00:00,  21.7173,  46874.1,    0.771,  6.264,8.27,6.866,2164.620,0.01,1.88,  32.7966, 1523.702,  50167.8,    86.25, 22 Jul 2024, 13:00:00, 888, 0
HCEP03730715,07/22/2024 14:00:00,  21.7249,  46885.2,    0.773,  6.252,8.27,6.881,2161.238,0.02,3.64,  32.7995, 1523.726,  50171.5,    86.10, 22 Jul 2024, 14:00:00, 889, 0
HCEP03730715,07/22/2024 15:00:00,  21.7323,  46896.3,    0.775,  6.269,8.27,6.864,2162.304,0.02,2.82,  32.8026, 1523.749,  50175.5,    86.35, 22 Jul 2024, 15:00:00, 890, 0
HCEP03730715,07/22/2024 16:00:00,  21.7373,  46905.1,    0.776,  6.274,8.27,6.875,2162.358,0.02,2.77,  32.8057, 1523.766,  50179.5,    86.42, 22 Jul 2024, 16:00:00, 891, 0
HCEP03730715,07/22/2024 17:00:00,  21.7417,  46912.9,    0.777,  6.272,8.27,6.838,2136.042,0.02,3.64,  32.8085, 1523.780,  50183.1,    86.40, 22 Jul 2024, 17:00:00, 892, 0
HCEP03730715,07/22/2024 19:00:00,  21.7404,  46919.3,    0.780,  7.128,8.27,6.893,2197.205,0.02,3.25,  32.8144, 1523.784,  50191.3,    98.20, 22 Jul 2024, 19:00:00, 893, 0
HCEP03730715,07/22/2024 20:00:00,  21.7359,  46919.1,    0.777,  6.324,8.26,6.870,2194.854,0.02,3.16,  32.8177, 1523.775,  50196.0,    87.12, 22 Jul 2024, 20:00:00, 894, 0
HCEP03730715,07/22/2024 21:00:00,  21.7297,  46917.2,    0.777,  6.275,8.26,6.881,2196.823,0.02,3.07,  32.8209, 1523.762,  50200.6,    86.43, 22 Jul 2024, 21:00:00, 895, 0
HCEP03730715,07/22/2024 22:00:00,  21.7196,  46911.6,    0.785,  6.293,8.26,6.859,2197.369,0.02,2.97,  32.8242, 1523.739,  50205.5,    86.67, 22 Jul 2024, 22:00:00, 896, 0
HCEP03730715,07/22/2024 23:00:00,  21.7057,  46902.3,    0.786,  6.271,8.26,6.875,2196.021,0.02,3.84,  32.8275, 1523.706,  50210.4,    86.34, 22 Jul 2024, 23:00:00, 897, 0
HCEP03730715,07/23/2024 00:00:00,  21.6878,  46889.5,    0.789,  6.284,8.26,6.851,2195.729,0.02,2.77,  32.8311, 1523.662,  50216.0,    86.49, 23 Jul 2024, 00:00:00, 898, 0
HCEP03730715,07/23/2024 01:00:00,  21.6673,  46873.3,    0.793,  6.279,8.26,6.864,2197.260,0.02,3.07,  32.8340, 1523.611,  50220.7,    86.40, 23 Jul 2024, 01:00:00, 899, 0
HCEP03730715,07/23/2024 02:00:00,  21.6421,  46853.2,    0.798,  6.294,8.26,6.850,2197.223,0.02,2.54,  32.8374, 1523.548,  50226.3,    86.58, 23 Jul 2024, 02:00:00, 900, 0
HCEP03730715,07/23/2024 03:00:00,  21.6141,  46831.2,    0.801,  6.311,8.26,6.867,2198.135,0.01,2.87,  32.8415, 1523.478,  50232.9,    86.76, 23 Jul 2024, 03:00:00, 901, 0
HCEP03730715,07/23/2024 04:00:00,  21.5829,  46805.1,    0.799,  6.315,8.26,6.847,2199.685,0.01,0.00,  32.8447, 1523.398,  50238.5,    86.77, 23 Jul 2024, 04:00:00, 902, 0
HCEP03730715,07/23/2024 05:00:00,  21.5496,  46778.0,    0.799,  6.331,8.26,6.865,2200.159,0.01,1.72,  32.8488, 1523.313,  50245.3,    86.94, 23 Jul 2024, 05:00:00, 903, 0
HCEP03730715,07/23/2024 06:00:00,  21.5155,  46749.7,    0.799,  6.321,8.26,6.848,2198.627,0.01,0.77,  32.8526, 1523.226,  50251.7,    86.76, 23 Jul 2024, 06:00:00, 904, 0
HCEP03730715,07/23/2024 07:00:00,  21.4837,  46723.4,    0.799,  6.334,8.26,6.860,2199.575,0.01,0.77,  32.8562, 1523.145,  50257.9,    86.88, 23 Jul 2024, 07:00:00, 905, 0
HCEP03730715,07/23/2024 08:00:00,  21.4588,  46703.8,    0.799,  6.334,8.26,6.836,2196.713,0.01,1.33,  32.8598, 1523.083,  50263.7,    86.84, 23 Jul 2024, 08:00:00, 906, 0
HCEP03730715,07/23/2024 09:00:00,  21.4441,  46693.8,    0.802,  6.349,8.26,6.862,2197.770,0.01,2.30,  32.8631, 1523.047,  50268.8,    87.03, 23 Jul 2024, 09:00:00, 907, 0
HCEP03730715,07/23/2024 10:00:00,  21.4365,  46690.5,    0.799,  6.337,8.26,6.846,2198.080,0.01,0.00,  32.8664, 1523.030,  50273.5,    86.86, 23 Jul 2024, 10:00:00, 908, 0
HCEP03730715,07/23/2024 11:00:00,  21.4301,  46688.0,    0.795,  6.344,8.26,6.864,2198.736,0.01,0.00,  32.8692, 1523.016,  50277.7,    86.94, 23 Jul 2024, 11:00:00, 909, 0
HCEP03730715,07/23/2024 12:00:00,  21.4310,  46692.7,    0.791,  6.347,8.26,6.841,2198.408,0.01,0.77,  32.8723, 1523.022,  50281.8,    86.99, 23 Jul 2024, 12:00:00, 910, 0
HCEP03730715,07/23/2024 13:00:00,  21.4329,  46698.2,    0.784,  6.335,8.26,6.855,2198.208,0.01,1.72,  32.8752, 1523.030,  50285.7,    86.83, 23 Jul 2024, 13:00:00, 911, 0
HCEP03730715,07/23/2024 14:00:00,  21.4358,  46705.7,    0.780,  6.337,8.26,6.833,2196.713,0.01,1.88,  32.8788, 1523.042,  50290.5,    86.86, 23 Jul 2024, 14:00:00, 912, 0
HCEP03730715,07/23/2024 15:00:00,  21.4451,  46719.5,    0.776,  6.342,8.26,6.844,2191.412,0.01,2.87,  32.8826, 1523.071,  50295.3,    86.95, 23 Jul 2024, 15:00:00, 913, 0
HCEP03730715,07/23/2024 16:00:00,  21.4648,  46742.2,    0.774,  6.344,8.26,6.837,2225.706,0.01,1.88,  32.8855, 1523.127,  50298.5,    87.00, 23 Jul 2024, 16:00:00, 914, 0
HCEP03730715,07/23/2024 17:00:00,  21.4762,  46756.9,    0.767,  6.319,8.26,6.853,2228.970,0.02,2.43,  32.8883, 1523.160,  50302.0,    86.68, 23 Jul 2024, 17:00:00, 915, 0
HCEP03730715,07/23/2024 18:00:00,  21.4839,  46768.1,    0.760,  6.324,8.26,6.828,2227.008,0.01,2.03,  32.8913, 1523.184,  50305.7,    86.77, 23 Jul 2024, 18:00:00, 916, 0
HCEP03730715,07/23/2024 19:00:00,  21.4890,  46776.8,    0.756,  6.321,8.26,6.839,2228.604,0.01,2.97,  32.8942, 1523.201,  50309.6,    86.74, 23 Jul 2024, 19:00:00, 917, 0
HCEP03730715,07/23/2024 20:00:00,  21.4912,  46783.5,    0.753,  6.316,8.26,6.813,2227.650,0.01,1.88,  32.8978, 1523.211,  50314.3,    86.67, 23 Jul 2024, 20:00:00, 918, 0
HCEP03730715,07/23/2024 21:00:00,  21.4921,  46788.3,    0.751,  6.287,8.26,6.826,2226.036,0.01,2.43,  32.9009, 1523.216,  50318.6,    86.27, 23 Jul 2024, 21:00:00, 919, 0
HCEP03730715,07/23/2024 22:00:00,  21.4882,  46788.5,    0.756,  6.272,8.26,6.804,2226.806,0.01,2.17,  32.9040, 1523.209,  50322.9,    86.06, 23 Jul 2024, 22:00:00, 920, 0
HCEP03730715,07/23/2024 23:00:00,  21.4809,  46785.6,    0.756,  6.276,8.26,6.820,2227.394,0.01,2.03,  32.9073, 1523.194,  50327.8,    86.11, 23 Jul 2024, 23:00:00, 921, 0
HCEP03730715,07/24/2024 00:00:00,  21.4679,  46777.3,    0.757,  6.286,8.26,6.799,2226.073,0.01,2.43,  32.9108, 1523.163,  50333.0,    86.23, 24 Jul 2024, 00:00:00, 922, 0
HCEP03730715,07/24/2024 01:00:00,  21.4494,  46763.1,    0.758,  6.293,8.26,6.810,2225.321,0.01,1.53,  32.9138, 1523.116,  50337.7,    86.30, 24 Jul 2024, 01:00:00, 923, 0
HCEP03730715,07/24/2024 02:00:00,  21.4264,  46745.6,    0.759,  6.299,8.26,6.793,2227.155,0.01,1.33,  32.9175, 1523.059,  50343.8,    86.34, 24 Jul 2024, 02:00:00, 924, 0
HCEP03730715,07/24/2024 03:00:00,  21.4012,  46725.4,    0.758,  6.293,8.26,6.809,2227.302,0.01,1.72,  32.9210, 1522.995,  50349.4,    86.23, 24 Jul 2024, 03:00:00, 925, 0
HCEP03730715,07/24/2024 04:00:00,  21.3742,  46703.8,    0.757,  6.299,8.26,6.785,2226.934,0.01,1.08,  32.9245, 1522.927,  50355.3,    86.27, 24 Jul 2024, 04:00:00, 926, 0
HCEP03730715,07/24/2024 05:00:00,  21.3448,  46679.9,    0.758,  6.312,8.25,6.807,2228.989,0.01,1.53,  32.9282, 1522.852,  50361.5,    86.40, 24 Jul 2024, 05:00:00, 927, 0
HCEP03730715,07/24/2024 06:00:00,  21.3152,  46655.1,    0.758,  6.331,8.25,6.785,2228.053,0.01,0.00,  32.9314, 1522.776,  50367.0,    86.61, 24 Jul 2024, 06:00:00, 928, 0
HCEP03730715,07/24/2024 07:00:00,  21.2870,  46632.6,    0.756,  6.305,8.25,6.799,2226.696,0.01,0.77,  32.9353, 1522.704,  50373.4,    86.22, 24 Jul 2024, 07:00:00, 929, 0
HCEP03730715,07/24/2024 08:00:00,  21.2638,  46614.2,    0.758,  6.338,8.25,6.779,2225.577,0.01,0.00,  32.9385, 1522.645,  50378.8,    86.63, 24 Jul 2024, 08:00:00, 930, 0
HCEP03730715,07/24/2024 09:00:00,  21.2526,  46607.5,    0.758,  6.329,8.25,6.802,2227.485,0.01,0.00,  32.9417, 1522.619,  50383.6,    86.49, 24 Jul 2024, 09:00:00, 931, 0
HCEP03730715,07/24/2024 10:00:00,  21.2483,  46607.6,    0.756,  6.339,8.25,6.783,2227.044,0.01,0.00,  32.9451, 1522.611,  50388.4,    86.63, 24 Jul 2024, 10:00:00, 932, 0
HCEP03730715,07/24/2024 11:00:00,  21.2481,  46610.4,    0.759,  6.340,8.25,6.797,2223.781,0.01,0.00,  32.9475, 1522.613,  50391.7,    86.64, 24 Jul 2024, 11:00:00, 933, 0
HCEP03730715,07/24/2024 12:00:00,  21.2534,  46619.0,    0.758,  6.342,8.25,6.775,2226.238,0.01,0.00,  32.9503, 1522.630,  50395.3,    86.68, 24 Jul 2024, 12:00:00, 934, 0
HCEP03730715,07/24/2024 13:00:00,  21.2626,  46631.4,    0.761,  6.353,8.25,6.794,2227.577,0.01,0.00,  32.9530, 1522.658,  50398.6,    86.85, 24 Jul 2024, 13:00:00, 935, 0
HCEP03730715,07/24/2024 14:00:00,  21.2784,  46651.2,    0.761,  6.348,8.25,6.769,2225.284,0.01,1.33,  32.9566, 1522.704,  50402.9,    86.80, 24 Jul 2024, 14:00:00, 936, 0
HCEP03730715,07/24/2024 15:00:00,  21.2912,  46666.3,    0.763,  6.340,8.25,6.790,2226.109,0.01,1.53,  32.9586, 1522.741,  50405.1,    86.71, 24 Jul 2024, 15:00:00, 937, 0
HCEP03730715,07/24/2024 16:00:00,  21.3044,  46682.6,    0.764,  6.335,8.25,6.765,2226.843,0.01,1.72,  32.9614, 1522.780,  50408.4,    86.67, 24 Jul 2024, 16:00:00, 938, 0
HCEP03730715,07/24/2024 17:00:00,  21.3200,  46700.9,    0.760,  6.335,8.25,6.785,2225.614,0.01,2.03,  32.9639, 1522.824,  50411.2,    86.69, 24 Jul 2024, 17:00:00, 939, 0
HCEP03730715,07/24/2024 18:00:00,  21.3340,  46718.0,    0.758,  6.324,8.25,6.760,2227.577,0.01,2.17,  32.9666, 1522.865,  50414.4,    86.57, 24 Jul 2024, 18:00:00, 940, 0
HCEP03730715,07/24/2024 19:00:00,  21.3432,  46730.1,    0.758,  6.333,8.25,6.771,2226.604,0.01,2.43,  32.9692, 1522.893,  50417.5,    86.71, 24 Jul 2024, 19:00:00, 941, 0
HCEP03730715,07/24/2024 20:00:00,  21.3476,  46738.5,    0.754,  6.332,8.25,6.751,2227.852,0.01,2.77,  32.9724, 1522.908,  50421.7,    86.70, 24 Jul 2024, 20:00:00, 942, 0
HCEP03730715,07/24/2024 21:00:00,  21.3496,  46744.2,    0.756,  6.328,8.25,6.768,2226.292,0.01,2.17,  32.9754, 1522.917,  50425.7,    86.65, 24 Jul 2024, 21:00:00, 943, 0
HCEP03730715,07/24/2024 22:00:00,  21.3492,  46747.6,    0.761,  6.327,8.25,6.741,2225.999,0.01,2.30,  32.9783, 1522.919,  50429.8,    86.64, 24 Jul 2024, 22:00:00, 944, 0
HCEP03730715,07/24/2024 23:00:00,  21.3459,  46748.4,    0.760,  6.333,8.25,6.757,2224.423,0.01,2.77,  32.9815, 1522.914,  50434.3,    86.71, 24 Jul 2024, 23:00:00, 945, 0
HCEP03730715,07/25/2024 00:00:00,  21.3380,  46744.7,    0.765,  6.336,8.25,6.735,2224.367,0.01,2.77,  32.9846, 1522.896,  50438.8,    86.75, 25 Jul 2024, 00:00:00, 946, 0
HCEP03730715,07/25/2024 01:00:00,  21.3250,  46736.3,    0.763,  6.330,8.25,6.752,2226.183,0.01,2.66,  32.9880, 1522.865,  50443.9,    86.65, 25 Jul 2024, 01:00:00, 947, 0
HCEP03730715,07/25/2024 02:00:00,  21.3072,  46722.9,    0.765,  6.333,8.25,6.730,2224.936,0.01,2.03,  32.9912, 1522.820,  50448.9,    86.66, 25 Jul 2024, 02:00:00, 948, 0
HCEP03730715,07/25/2024 03:00:00,  21.2830,  46704.0,    0.769,  6.339,8.25,6.744,2227.246,0.01,2.03,  32.9948, 1522.759,  50454.8,    86.71, 25 Jul 2024, 03:00:00, 949, 0
HCEP03730715,07/25/2024 04:00:00,  21.2566,  46683.1,    0.773,  6.350,8.25,6.729,2227.631,0.01,1.33,  32.9985, 1522.693,  50460.9,    86.81, 25 Jul 2024, 04:00:00, 950, 0
HCEP03730715,07/25/2024 05:00:00,  21.2279,  46659.8,    0.779,  6.348,8.25,6.746,2226.788,0.01,1.08,  33.0022, 1522.619,  50467.1,    86.75, 25 Jul 2024, 05:00:00, 951, 0
HCEP03730715,07/25/2024 06:00:00,  21.1977,  46635.2,    0.779,  6.360,8.25,6.727,2227.833,0.01,1.08,  33.0060, 1522.542,  50473.5,    86.87, 25 Jul 2024, 06:00:00, 952, 0
HCEP03730715,07/25/2024 07:00:00,  21.1700,  46613.0,    0.782,  6.359,8.25,6.740,2226.035,0.01,1.88,  33.0097, 1522.472,  50479.7,    86.81, 25 Jul 2024, 07:00:00, 953, 0
HCEP03730715,07/25/2024 08:00:00,  21.1463,  46594.0,    0.791,  6.365,8.25,6.727,2226.237,0.00,0.00,  33.0129, 1522.411,  50485.1,    86.86, 25 Jul 2024, 08:00:00, 954, 0
HCEP03730715,07/25/2024 09:00:00,  21.1317,  46584.2,    0.795,  6.383,8.25,6.745,2225.265,0.01,1.53,  33.0164, 1522.376,  50490.4,    87.08, 25 Jul 2024, 09:00:00, 955, 0
HCEP03730715,07/25/2024 10:00:00,  21.1288,  46585.1,    0.798,  6.396,8.25,6.727,2226.164,0.01,0.00,  33.0194, 1522.371,  50494.6,    87.25, 25 Jul 2024, 10:00:00, 956, 0
HCEP03730715,07/25/2024 11:00:00,  21.1358,  46595.9,    0.803,  6.406,8.25,6.743,2226.879,0.01,1.08,  33.0226, 1522.394,  50498.7,    87.40, 25 Jul 2024, 11:00:00, 957, 0
HCEP03730715,07/25/2024 12:00:00,  21.1410,  46604.7,    0.807,  6.381,8.25,6.724,2224.367,0.01,1.08,  33.0255, 1522.411,  50502.5,    87.07, 25 Jul 2024, 12:00:00, 958, 0
HCEP03730715,07/25/2024 13:00:00,  21.1532,  46620.0,    0.810,  6.404,8.25,6.745,2224.844,0.01,1.72,  33.0282, 1522.447,  50505.6,    87.41, 25 Jul 2024, 13:00:00, 959, 0
HCEP03730715,07/25/2024 14:00:00,  21.1716,  46640.8,    0.812,  6.413,8.25,6.721,2224.587,0.01,1.88,  33.0305, 1522.499,  50508.1,    87.56, 25 Jul 2024, 14:00:00, 960, 0
HCEP03730715,07/25/2024 15:00:00,  21.1854,  46657.7,    0.810,  6.396,8.25,6.741,2226.457,0.01,1.88,  33.0332, 1522.540,  50511.3,    87.35, 25 Jul 2024, 15:00:00, 961, 0
HCEP03730715,07/25/2024 16:00:00,  21.1971,  46672.8,    0.807,  6.385,8.25,6.715,2224.642,0.01,2.30,  33.0362, 1522.574,  50514.8,    87.23, 25 Jul 2024, 16:00:00, 962, 0
HCEP03730715,07/25/2024 17:00:00,  21.2067,  46686.1,    0.804,  6.408,8.25,6.736,2223.011,0.01,2.17,  33.0393, 1522.604,  50518.7,    87.55, 25 Jul 2024, 17:00:00, 963, 0
